1,2,3,4,5,6,7,8,9,10,11,12,plateID
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate1_AB_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate1_AB_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate1_AB_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate1_AB_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate1_AB_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate1_AB_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate1_AB_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate1_AB_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate2_CD_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate2_CD_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate2_CD_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate2_CD_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate2_CD_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate2_CD_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate2_CD_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate2_CD_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate3_CD_BMin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate3_CD_BMin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate3_CD_BMin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate3_CD_BMin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate3_CD_BMin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate3_CD_BMin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate3_CD_BMin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate3_CD_BMin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate4_AB_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate4_AB_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate4_AB_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate4_AB_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate4_AB_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate4_AB_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate4_AB_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate4_AB_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate5_AB_AParallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate5_AB_AParallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate5_AB_AParallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate5_AB_AParallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate5_AB_AParallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate5_AB_AParallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate5_AB_AParallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate5_AB_AParallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate6_CD_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate6_CD_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate6_CD_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate6_CD_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate6_CD_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate6_CD_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate6_CD_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate6_CD_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate7_CD_Bmin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate7_CD_Bmin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate7_CD_Bmin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate7_CD_Bmin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate7_CD_Bmin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate7_CD_Bmin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate7_CD_Bmin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate7_CD_Bmin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate8_AB_AParallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate8_AB_AParallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate8_AB_AParallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate8_AB_AParallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate8_AB_AParallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate8_AB_AParallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate8_AB_AParallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate8_AB_AParallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate9_CD_Bmin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate9_CD_Bmin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate9_CD_Bmin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate9_CD_Bmin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate9_CD_Bmin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate9_CD_Bmin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate9_CD_Bmin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate9_CD_Bmin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate10_AB_AParallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate10_AB_AParallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate10_AB_AParallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate10_AB_AParallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate10_AB_AParallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate10_AB_AParallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate10_AB_AParallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate10_AB_AParallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate11_AB_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate11_AB_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate11_AB_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate11_AB_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate11_AB_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate11_AB_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate11_AB_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate11_AB_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate12_AB_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate12_AB_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate12_AB_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate12_AB_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate12_AB_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate12_AB_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate12_AB_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate12_AB_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate13_AB_Bmin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate13_AB_Bmin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate13_AB_Bmin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate13_AB_Bmin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate13_AB_Bmin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate13_AB_Bmin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate13_AB_Bmin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate13_AB_Bmin
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate14_AB_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate14_AB_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate14_AB_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate14_AB_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate14_AB_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate14_AB_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate14_AB_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate14_AB_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate15_CD_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate15_CD_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate15_CD_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate15_CD_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate15_CD_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate15_CD_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate15_CD_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate15_CD_Bparallelism
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate16_CD_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate16_CD_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate16_CD_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate16_CD_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate16_CD_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate16_CD_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate16_CD_120Min
1,2,4,8,16,32,64,128,256,512,1024,2048,Plate16_CD_120Min
5,5,5,5,5,5,5,5,5,5,5,5,Plate17_CD_Uniformity
